"Measure","Aliases"
"W Procurement Release Fence Buckets","['Final Release Fence']"
"W Procurement Lead Time Window TG","['Lead Time Window', 'Lead Time Window']"
"W Procurement Forecast Override","['Request Override']"
"AL STO MAPE M","['ML MAPE % (Inbound)']"
"W Procurement Forecast COC Change","['Procurement Forecast COC Change']"
"W Procurement Capacity Demand Late Short Quantity","['Procurement Capacity Constraint']"
"SCH WO Operation Latest End Date","['Latest End Date']"
"SCH WO Operation Earliest Start Date","['Earliest Start Date']"
"PROC Priority Threshold Min","['Min']"
"PROC Priority Threshold Max","['Max']"
"AL STO ML Predicted Lead Time Outbound M","['ML Predicted Lead Time (Outbound)']"
"Final Fcst","[]"
"SCH o9 Item Routing Setup Time","['o9 Maintained Input']"
"SCH o9 Item Routing Processing Type","['o9 Maintained Input']"
"SCH o9 Item Routing Processing Time UOM","['o9 Maintained Input']"
"D Rebalance Excess Inventory Inputs by Day","['Excess Supply Avl - Rebalance']"
"D Rebalance Demand Inputs by Day","['Demand  - Base Plan']"
"D Rebalance Need Demand","['Demand - Rebalance']"
"D Rebalance Inventory Inputs by Day","['Supply - Base Plan']"
"PrO Detail Actual Release Date","['Detail Actual Release Date']"
"D Produced Quantity UI",""
"D Produced Quantity LC",""
"D Produced Quantity COC Change %",""
"D Procurement Unconstrained Forecast COC Change %","['Unconstrained Request COC Change %']"
"SCH o9 Material Shelf Life UOM","['o9 Maintained Input']"
"SCH o9 Material Shelf Life","['o9 Maintained Input']"
"SCH o9 Material Lot Size","['o9 Maintained Input']"
"SCH o9 Material Lead Time UOM","['o9 Maintained Input']"
"SCH o9 Material Lead Time","['o9 Maintained Input']"
"SCH o9 Item Routing Unload Type","['o9 Maintained Data']"
"D Procurement Unconstrained Forecast COC Change","['Unconstrained Request COC Change']"
"D Procurement Total Requirements","['Total Request']"
"D Procurement Release Window TG","['Release Window']"
"PROC Lead Time Threshold Min","['Min']"
"PROC Lead Time Threshold Max","['Max']"
"W Procurement Forecast Infinite Node","['Requests Within Lead Time']"
"W Procurement Unconstrained Forecast COC Change %","['Unconstrained Request COC Change %']"
"PROC Shared Resource Consumed Quantity Per Threshold Min","['Min']"
"PROC Shared Resource Consumed Quantity Per Threshold Max","['Max']"
"Final Service Level","[]"
"D Procurement Forecast Override","['Request Override']"
"SO Delivered Quantity","[]"
"W SS Quantity","['Shipment Quantity']"
"W SS Capacity RCA Quantity","['SS Capacity RCA Quantity']"
"W Resource Incremental Flag","['Resource Incremental Flag']"
"AL STO AdHoc ML Predicted Lead Time","[]"
"AL PrO User Selected Lag","['User Selected Lag for PPA']"
"AL PrO On Time % TG","['On Time %']"
"AL PrO ML Predicted LineSpeed","[]"
"AL PrO In Full % TG","['In Full %']"
"PROC LotSize Threshold Min","['Min']"
"SCH o9 Item Routing Processing Time","['o9 Maintained Input']"
"SO Actual Delivery Date Log","[]"
"SM Total Cost Per Period","['Total Cost Per Period']"
"SM Order Quantity","['Order Quantity']"
"SKU DC Split","[]"
"W Solver Delete Data","['Solver Delete Data']"
"PO Line Detail Delivered Quantity","['Delivered Quantity']"
"PO Line Detail Creation Date","['Creation Date']"
"D Procurement Forecast Due to Orders","['Request Due to Orders']"
"D Procurement Forecast Due to Forecast","['Request Due to Forecast']"
"D Procurement Forecast COC Change","['Procurement Forecast COC Change']"
"D Procurement Commits Flex Window TG","['Flex Window', 'Flex Window']"
"SO Open Request Quantity","[]"
"W Demand Fill Rate COC Change %","['COC Demand Fill Rate Change %']"
"W Solver Flag Minimize Inventory Build Ahead","['Solver Flag Minimize Inventory Build Ahead']"
"W Solver Flag Inventory Plan Type","['Solver Flag Inventory Plan Type']"
"AL STO ILM Observed Lead Time","['Observed Lead Time']"
"W Solver Flag Inventory Plan Policy","['Solver Flag Inventory Plan Policy']"
"W Sched Receipt Quantity","['Scheduled Receipt Qty']"
"W STO Quantity","['STO Quantity']"
"D Procurement Lead Time Window TG","['Lead Time Window', 'Lead Time Window']"
"W Demand Build Late Limit Override","['Demand Build Late Limit Override']"
"W Demand Build Late Limit Baseline","['Demand Build Late Limit Baseline']"
"W Demand Build Ahead Limit Override","['Demand Build Ahead Limit Override']"
"W Demand Build Ahead Limit Baseline","['Demand Build Ahead Limit Baseline']"
"W DIST Outbound Quantity",""
"W DIST Activity Share Override","['Sourcing Proportion Override']"
"W DIST Activity Share From Monthly","['Sourcing Proportion From Monthly']"
"W DIST Activity Priority Time Varying Override","['Activity Priority Time Varying Override']"
"Avg Vol","[]"
"SO Request Actual Ship Date","[]"
"SO Request Actual Delivery Date","[]"
"PROC LotSize Threshold Max","['Max']"
"PO Commit Quantity Increment %","[]"
"W Solver Flag Avoid Build Ahead In Inventory Plan","['Solver Flag Avoid Build Ahead In Inventory Plan']"
"W Solver Demand Slice Threshold","['Solver Demand Slice Threshold']"
"W Solver Demand Slice Factor","['Solver Demand Slice Factor']"
"D PO Alert Impacted FG","['Dependent FGs']"
"W Supplier Commits COC Change %","['Supplier Commits COC Change %']"
"W Supplier Commits COC Change","['Supplier Commits COC Change']"
"W Sort By","['Sort By']"
"W Solver Inventory Plan Bands","['Solver Inventory Plan Bands']"
"W Solver Flag Try Material Reallocation In RCA","['Solver Flag Try Material Reallocation In RCA']"
"W Solver Flag Respect Freeze Window For WIPs","['Solver Flag Respect Freeze Window For WIPs']"
"AL PO Non Time Phased StdDev","['Outlier Corrected LT Deviation (Days)']"
"Flow 1 TPE Item Split Ratio","['TPE to Item Split Ratio']"
"Flow 1 TPE Item Reco Ratio Override","['TPE to Item Reco Ratio Override']"
"PO ASN Delivery Quantity TG LC","[]"
"W Solver Flag Inventory Plan Strategy","['Solver Flag Inventory Plan Strategy']"
"PO Header Status","[]"
"PO Header Last Update Date","[]"
"PO Header Creation Date","[]"
"PO Goods Receipt Quantity","['Good Receipt Quantity']"
"SO Request Creation Date","[]"
"D Number Capacity Underloads COC Change %","['COC # of Underloads Change %']"
"AL PO AdHoc ML Predicted Lead Time","['AdHoc ML Predicted Lead Time']"
"AL PO % of Total Purchase Value TG","['Supplier % of Total Purchase Value']"
"AL PO % of Total Goods Receipt TG","['Supplier % of Total Purchased Quantity']"
"D PO Alert Supplier Substitutability","['Supplier Substitutability']"
"D PO Alert Status","['ERP PO Status']"
"D PO Alert Request o9 OT Prediction","['o9 OT Prediction']"
"D PO Alert Request o9 IF Prediction","['o9 IF Prediction']"
"D PO Alert Request o9 Criticality Index","['Criticality']"
"D PO Alert Request Delivery Days Delayed","['Days Delayed']"
"PO Goods Receipt Date","['Goods Receipt Date']"
"D PO Alert Lane Lead Time","['Lane Lead Time']"
"SP Demand Pattern","['SP Demand Pattern prior']"
"D PO Alert Inventory Status Projected","['Inventory Status@Commit Date']"
"D PO Alert Inventory Status Current","['Inventory Status@Current Date']"
"o9 Supplier Start Date","['Supplier Start Date']"
"SP Product Life cycle","[]"
"SP Demand Pattern Final","[]"
"W DIST Activity Priority Time Varying From Month","['Activity Priority Time Varying']"
"W DIST Activity Priority Time Varying Final","['Activity Priority Time Varying Final']"
"Flow 3 Interim TPE Final Forecast LC1","['Final Forecast at Region TPE level LC']"
"Over/Under Exception","[]"
"Over Forecast Lag1 (Stat Fcst Reference)",""
"D PO Alert Delivery Status","['Milestone Status', 'Milestone Status']"
"D PO Alert Commit o9 OT Prediction","['o9 OT Prediction']"
"D PO Alert Commit o9 IF Prediction","['o9 IF Prediction']"
"PO ASN Delivery Quantity Increment %","[]"
"D PO Alert Commit Delivery Days Delayed","['Days Delayed']"
"SO Request Status","[]"
"SO Request Last Changed Date","[]"
"SO Request Date","[]"
"W Capacity Demand Late Short Quantity To Nodes","['Capacity Late Short Quantity']"
"STO Line Detail Open Quantity","[]"
"Output Volume","[]"
"Output Filename","[]"
"Outlook vs Uncons Outlook REV Abs Gap","[]"
"Outlook vs Uncons Outlook REV %","[]"
"Outlook vs Uncons Outlook COGS %","[]"
"Outlook vs Uncons Outlook Abs Gap","[]"
"% Location Last 12 Weeks ",""
"SP Segmentation Volume","[]"
"SP Segment Final","[]"
"D PO Alert Request Delay Reason","['Delay Status']"
"D Other Material Demand Late Short Quantity","['Other Material Constraints']"
"D Option Name","['Option Name']"
"D OnHand Quantity Override","['OnHand Quantity Override']"
"D OnHand Quantity Increment %","['OnHand Quantity Increment %']"
"D Number of Constraints buckets","['# Constraints buckets']"
"D Number Total Overloads COC Change %","['COC # of Overloads Change %']"
"Sales Fcst Comment Exception","[]"
"Sales Fcst Accuracy","[]"
"Outlook vs Target REV Abs Gap","[]"
"Outlook vs Target REV %","[]"
"Outlook vs Target COGS %","[]"
"Outlook vs Target Abs Gap","[]"
"Flow 3 TPE Region Split Ratio","['TPE to Region Split Ratio']"
"Flow 3 TPE Region Reco Ratio Override","['TPE to Region Reco Ratio Override']"
"% Accounts Last 4 Weeks",""
"D PO Alert Commit o9 Criticality Index","['Criticality']"
"W Capacity Root Cause Quantity Baseline",""
"BOD Shared Resource Consumed Quantity Per Threshold Min","['Min']"
"BOD Shared Resource Consumed Quantity Per Threshold Max","['Max']"
"o9 Target Inventory","['o9 Maintained Input']"
"STO Line Detail Status BODLane Location","['Line Detail Status']"
"STO Line Detail Status","[]"
"ADI","[]"
"W Total Broken Network Late Short","['Broken Network']"
"Like Item Fcst","[]"
"Outlook vs Target %","[]"
"Outlook vs Uncons Outlook %","[]"
"Lifecycle Volume","[]"
"Fresh Production",""
"Frequency","[]"
"STO Header Status","['Header Status']"
"D PO Alert Commit Delay Reason","['Delay Status']"
"STO Header Creation Date","['Header Creation Date']"
"STO Goods Receipt Quantity","['Goods Receipt Quantity']"
"STO Goods Receipt Date","['Goods Receipt Date']"
"D Number of Constraints buckets COC Change %","['COC # of Constraints Change %']"
"Fugitive Emission Factor Classification","['Final Classification']"
"Fugitive Consumption","['Fugitive Consumption']"
"Load In Period","[]"
"Outlook vs LC Abs Gap","[]"
"Outlook vs LC %","[]"
"AL KPI OTIF Yellow Zone","['Red Zone']"
"AL KPI OTIF Red Zone","['Yellow Zone']"
"W Total Capacity COC Change %","['COC Total Capacity Change %']"
"o9 Max Stock Target","['o9 Maintained Input']"
"W CM Flex Capacity Band2",""
"W CM Flex Capacity Band1 %",""
"% Accounts Last 12 Weeks ",""
"STO Total Quantity TG LC","[]"
"D Merge Machine Capacity Params","['Merge Machine Capacity Params']"
"D Merge Labour Capacity Params","['Merge Labour Capacity Params']"
"D Merge Artificial Capacity Params","['Merge Artificial Capacity Params']"
"C9 TKM","[]"
"History Time Buckets","[]"
"Outlook vs LY Abs Gap","[]"
"Outlook vs LY %","[]"
"W Capacity Constrained","['Capacity Constrained']"
"W COC Final Production Change Reason","['Reason']"
"D LC Material Constraint Quantity","['LC Shortage - Constrained Demand']"
"D LC Inventory Shortage Quantity","['LC Max Shortage']"
"D LC Excess EOH Max","['LC Max Excess EOH']"
"W Base Surplus Capacity","['Base Surplus Capacity']"
"Uncons Outlook GM % vs Target Gap","[]"
"STO Header Last Update Date","['Header Last Update Date']"
"Location Attribute1","[]"
"W Base Forecast Quantity","['Base Forecast']"
"Satisfied Orders",""
"Fugitive Emission Source Info","['Final Source']"
"D Inventory Shortage Days Count","['# Shortage Days']"
"D Flex1 Item Shared Supplier Capacity Override","['Flex1 Item Shared Supplier Capacity Override']"
"D Flex Capacity Utilization % COC Change %","[]"
"D Flex Capacity Utilization %","['Flex Capacity Utilization %']"
"Outlook GM vs Uncons Outlook %","[]"
"Outlook GM vs Target %","[]"
"Scope 2 LB Emission Factor","[]"
"Scope 2 Electricity Intensity Metrics Product Handled","['Product Handled']"
"D LC Excess EOH","['LC Excess EOH']"
"Uncons Outlook GM vs LY %","[]"
"D Item Incremental Flag","['Item Incremental Flag']"
"o9 Max Stock BoS","['o9 Maintained Input']"
"Scope 1 Stationary Intensity Metrics Area","['Area (sq. m)']"
"Scope 1 Fugitive Intensity Metrics Product Handled","['Product Handled']"
"Scope 2 LB Emission Source Info","[]"
"IBP Demand On Time Supportability","['Demand On Time Supportability']"
"D Excess Inventory Days Count","['# Excess Inventory Days']"
"D Excess Inventory Action","['Action']"
"D Excess EOH Max","['Max Excess EOH']"
"IO Activity Lead Time LC","['Lead Time LC']"
"IO Activity Lead Time","['Lead Time (in Buckets)']"
"Outlook Lag3","[]"
"Outlook Lag2","[]"
"D Flex Capacity Consumption","['Flex Capacity Consumption', 'Flex Capacity Consumption']"
"D Flex Capacity Band2","['Flex Capacity Band2']"
"D Flex Capacity Band1","['Flex Capacity Band1']"
"Sell Out Actual vs LY Abs Gap","[]"
"Low Inventory L12W",""
"D Flex2 Item Supplier Capacity Override","[]"
"D Flex2 Item Shared Supplier Capacity Override","['Flex2 Item Shared Supplier Capacity Override']"
"D Inventory Shortage Revenue Risk","['Shortage Revenue Risk']"
"o9 Resource Priority","['o9 Maintained Input']"
"Sell Out LY","[]"
"Sell Out LC","[]"
"D Demand Priority Plugin Output Rules Used Description","[]"
"D Demand Priority Plugin Output Rules Used","[]"
"% Accounts Last Week      ",""
"o9 Resource Routing Association","['o9 Maintained Input']"
"Outlook GM % vs Uncons Outlook Gap","[]"
"Outlook GM % LY","[]"
"Outlook GM %","[]"
"D Factory Planner Material Constraint Flag","['Prioritized Material Constraints', 'Prioritized Material Constraints']"
"Sell Out Actual vs LY %","[]"
"Scope 1 Stationary Intensity Metrics Employee","['Employee']"
"Sell In Initiative End","[]"
"Sell In Calc","[]"
"D Flex1 Item Supplier Capacity Override","[]"
"D Excess Inventory Holding Cost","['Excess Inventory Holding Cost']"
"W Base Capacity Utilization % COC Change %","['COC Base Utilization Change %']"
"W BODLane Flex Capacity Band2 Intermediate","['BODLane Flex Capacity Band2 Intermediate']"
"Outlier Method","[]"
"IO Actual Shipments Historical Reporting","['Actual Shipments Historical']"
"IO Actual Shipments Historical","['Actual Shipments Historical']"
"Outlier Lower Threshold Limit","[]"
"Outlier Lower Threshold","[]"
"Outlier Correction","[]"
"D Exception Planning Upstream Node",""
"D Event Status","[]"
"Sell Out vs LY Gap %","[]"
"D Frozen Window","['Frozen Window']"
"Sell Out vs LC Gap %","[]"
"Sell Out vs LC Gap","[]"
"Sell Out Stat Fcst Model2","[]"
"Sell Out Lag1","[]"
"% SKU Last Week",""
"% Location Last Week     ",""
"W BOD Flex Outbound Capacity Band1 Validation","[]"
"W BOD Flex Inbound Capacity Band2 Validation","[]"
"W BOD Flex Inbound Capacity Band1 Validation","[]"
"% Location Last 4 Weeks",""
"Volume-COV History Period","[]"
"AL KPI OTIF FCD","['Deliver To First Commit']"
"Outlier Upper Threshold Limit","[]"
"Outlier Upper Threshold","[]"
"D Distribution Planner Material Constraint Flag","['Prioritized Material Constraints', 'Prioritized Material Constraints']"
"Sell In Initiative Start","[]"
"SilScore","['Silhouette Score']"
"D Excess Inventory Obsolescence Risk","['Excess Inventory Obsolescence Risk']"
"D Demand Quantity Delta","['Demand Quantity Delta']"
"D Demand Quantity Aggregated","[]"
"o9 Re-Order Point DOS","['o9 Maintained Input']"
"D DIST Activity Priority Time Varying Final","['Activity Priority Time Varying Final']"
"Start Time","[]"
"Option Forecast LC",""
"Option Forecast",""
"IO Historical Forecast Reporting","['Historical Forecast']"
"IO Fix One Probability Distribution For Planning Horizon","['Fix One Probability Distribution For Planning Horizon']"
"IO Effective Lead Time Standard Deviation","['Effective Lead Time Std Dev']"
"IO Effective Lead Time LC","['Effective Lead Time LC']"
"Opportunity Fcst","[]"
"AL KPI OTIF Green Zone","['Green Zone']"
"Sell Out vs LY Gap","[]"
"W BOD Shared Flex Capacity Band2","['Shared Flex Capacity2']"
